id,seen,latitude,longitude,date
0,,,,
1,,,,
6,,,,
10,,,,
13,,,,
16,,,,
20,,,,
22,,,,
23,,,,
24,,,,
25,,,,
26,,,,
27,,,,
28,,,,
29,,,,
30,,,,
33,,,,
35,,,,
38,,,,
40,,,,
41,,,,
42,,,,
43,,,,
44,,,,
48,,,,
54,,,,
55,,,,
56,,,,
58,,,,
61,,,,
62,,,,
68,,,,
69,,,,
70,,,,
82,,,,
83,,,,
88,,,,
106,,,,
108,,,,
110,,,,
111,,,,
112,,,,
113,,,,
114,,,,
115,,,,
116,,,,
119,,,,
120,,,,
123,,,,
125,,,,
126,,,,
127,,,,
128,,,,
129,,,,
130,,,,
131,,,,
132,,,,
134,,,,
135,,,,
136,,,,
138,,,,
139,,,,
140,,,,
141,,,,
144,,,,
146,,,,
147,,,,
148,,,,
149,,,,
159,,,,
161,,,,
166,,,,
167,,,,
168,,,,
177,,,,
179,,,,
180,,,,
181,,,,
182,,,,
183,,,,
185,,,,
186,,,,
187,,,,
189,,,,
190,,,,
191,,,,
192,,,,
193,,,,
194,,,,
196,,,,
197,,,,
198,,,,
199,,,,
200,,,,
203,,,,
204,,,,
207,,,,
209,,,,
210,,,,
217,,,,
220,,,,
222,,,,
224,,,,
227,,,,
228,,,,
230,,,,
235,,,,
237,,,,
238,,,,
245,,,,
247,,,,
254,,,,
257,,,,
258,,,,
261,,,,
265,,,,
266,,,,
267,,,,
272,,,,
276,,,,
283,,,,
287,,,,
289,,,,
290,,,,
296,,,,
299,,,,
300,,,,
301,,,,
303,,,,
306,,,,
316,,,,
320,,,,
325,,,,
326,,,,
327,,,,
329,,,,
332,,,,
333,,,,
334,,,,
337,,,,
339,,,,
340,,,,
341,,,,
342,,,,
343,,,,
344,,,,
348,,,,
349,,,,
350,,,,
353,,,,
355,,,,
356,,,,
357,,,,
358,,,,
360,,,,
361,,,,
362,,,,
364,,,,
375,,,,
376,,,,
379,,,,
383,,,,
386,,,,
387,,,,
393,,,,
395,,,,
397,,,,
398,,,,
399,,,,
402,,,,
403,,,,
404,,,,
405,,,,
407,,,,
409,,,,
410,,,,
414,,,,
419,,,,
421,,,,
422,,,,
423,,,,
425,,,,
426,,,,
427,,,,
438,,,,
439,,,,
444,,,,
462,,,,
475,,,,
477,,,,
490,,,,
495,,,,
501,,,,
508,,,,
514,,,,
520,,,,
523,,,,
538,,,,
541,,,,
543,,,,
642,,,,
675,,,,
689,,,,
744,,,,
745,,,,
746,,,,
748,,,,
751,,,,
755,,,,
756,,,,
758,,,,
763,,,,
774,,,,
779,,,,
808,,,,
826,,,,
829,,,,
833,,,,
835,,,,
836,,,,
838,,,,
842,,,,
850,,,,
852,,,,
853,,,,
858,,,,
878,,,,
881,,,,
883,,,,
885,,,,
887,,,,
889,,,,
890,,,,
891,,,,
892,,,,
